"[run number]","scenarios","n","rayon","Quarantaine","p-immuniser","p-symptomatiques","p-asymptomatiques","p-retablies","p-mort","[step]","count turtles with [state = 0]","count turtles with [state = 1]","count turtles with [state = 2]"
"12","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","15","919","2","52"
"3","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","187","780","0","2"
"11","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","27","924","2","42"
"4","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","195","754","1","3"
"10","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","31","860","2","64"
"7","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","187","895","0","5"
"8","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","179","780","0","8"
"9","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","54","916","0","10"
"12","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","16","918","1","53"
"3","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","188","780","0","2"
"4","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","196","753","1","4"
"11","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","28","923","1","43"
"10","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","32","859","1","63"
"8","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","180","780","0","6"
"7","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","188","895","0","4"
"3","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","189","780","0","2"
"9","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","55","916","0","9"
"4","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","197","752","1","5"
"12","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","17","917","1","53"
"11","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","29","922","1","40"
"10","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","33","855","4","63"
"8","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","181","780","0","6"
"7","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","189","895","0","3"
"3","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","190","780","0","2"
"4","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","198","752","0","6"
"9","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","56","916","0","9"
"12","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","18","915","2","51"
"10","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","34","852","3","63"
"11","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","30","921","1","36"
"8","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","182","780","0","5"
"7","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","190","895","0","2"
"3","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","191","780","0","2"
"4","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","199","752","0","6"
"9","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","57","916","0","9"
"12","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","19","914","1","52"
"8","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","183","780","0","5"
"10","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","35","846","6","60"
"11","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","31","920","1","33"
"7","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","191","895","0","2"
"4","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","200","752","0","6"
"3","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","192","779","1","2"
"9","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","58","916","0","9"
"10","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","36","841","5","62"
"8","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","184","780","0","5"
"12","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","20","913","1","48"
"7","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","192","895","0","2"
"11","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","32","920","0","33"
"4","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","201","752","0","6"
"8","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","185","780","0","5"
"10","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","37","839","2","63"
"3","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","193","778","1","3"
"9","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","59","916","0","9"
"7","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","193","895","0","2"
"11","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","33","920","0","32"
"12","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","21","909","4","47"
"4","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","202","751","1","5"
"8","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","186","780","0","5"
"10","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","38","836","3","59"
"3","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","194","778","0","4"
"9","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","60","916","0","9"
"7","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","194","895","0","1"
"4","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","203","749","2","6"
"11","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","34","920","0","30"
"12","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","22","906","3","50"
"8","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","187","780","0","5"
"10","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","39","834","2","58"
"3","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","195","778","0","4"
"9","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","61","916","0","8"
"7","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","195","895","0","1"
"4","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","204","748","1","8"
"11","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","35","920","0","30"
"8","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","188","780","0","5"
"10","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","40","832","2","58"
"12","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","23","903","3","48"
"3","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","196","778","0","4"
"9","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","62","916","0","7"
"4","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","205","745","3","9"
"7","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","196","895","0","1"
"11","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","36","920","0","30"
"8","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","189","780","0","4"
"10","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","41","831","1","56"
"12","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","24","901","2","49"
"3","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","197","778","0","4"
"4","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","206","742","3","12"
"9","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","63","916","0","6"
"7","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","197","895","0","1"
"11","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","37","920","0","30"
"8","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","190","780","0","4"
"10","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","42","829","2","53"
"3","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","198","778","0","3"
"12","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","25","899","2","48"
"4","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","207","742","0","15"
"9","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","64","915","1","4"
"8","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","191","780","0","4"
"11","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","38","920","0","28"
"7","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","198","895","0","1"
"10","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","43","826","3","53"
"4","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","208","742","0","15"
"3","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","199","778","0","1"
"12","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","26","898","1","48"
"8","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","192","780","0","4"
"9","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","65","915","0","5"
"7","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","199","894","1","0"
"10","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","44","824","2","55"
"11","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","39","920","0","26"
"4","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","209","742","0","12"
"3","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","200","778","0","1"
"8","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","193","780","0","4"
"12","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","27","897","1","48"
"9","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","66","914","1","5"
"10","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","45","823","1","53"
"7","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","200","893","1","1"
"11","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","40","920","0","24"
"4","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","210","742","0","11"
"3","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","201","778","0","1"
"12","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","28","896","1","48"
"8","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","194","780","0","3"
"10","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","46","821","2","49"
"9","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","67","911","3","6"
"7","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","201","893","0","2"
"11","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","41","919","1","24"
"4","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","211","742","0","11"
"3","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","202","778","0","1"
"8","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","195","780","0","2"
"12","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","29","896","0","48"
"10","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","47","817","4","50"
"9","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","68","908","3","8"
"4","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","212","742","0","11"
"7","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","202","893","0","2"
"3","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","203","778","0","1"
"11","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","42","919","0","25"
"8","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","196","780","0","2"
"12","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","30","895","1","44"
"10","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","48","814","3","50"
"4","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","213","742","0","10"
"9","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","69","906","2","10"
"11","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","43","919","0","24"
"7","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","203","893","0","2"
"3","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","204","778","0","1"
"8","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","197","780","0","2"
"10","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","49","810","4","51"
"12","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","31","893","2","40"
"4","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","214","742","0","10"
"9","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","70","902","4","12"
"3","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","205","778","0","1"
"7","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","204","893","0","2"
"11","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","44","919","0","24"
"10","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","50","807","3","53"
"8","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","198","779","1","2"
"4","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","215","742","0","9"
"12","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","32","891","2","39"
"3","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","206","778","0","1"
"9","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","71","899","3","13"
"7","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","205","893","0","1"
"11","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","45","919","0","22"
"10","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","51","803","4","53"
"8","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","199","779","0","3"
"4","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","216","741","1","9"
"12","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","33","889","2","39"
"13","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","0","995","5","0"
"7","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","206","893","0","1"
"10","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","52","801","2","55"
"9","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","72","896","3","15"
"4","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","217","741","0","9"
"8","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","200","779","0","3"
"11","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","46","918","1","22"
"12","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","34","882","7","41"
"10","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","53","798","3","57"
"4","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","218","741","0","9"
"7","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","207","893","0","1"
"9","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","73","893","3","18"
"8","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","201","779","0","3"
"13","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","1","986","9","5"
"11","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","47","918","0","23"
"12","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","35","876","6","44"
"10","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","54","797","1","57"
"4","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","219","741","0","9"
"7","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","208","893","0","1"
"9","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","74","891","2","21"
"8","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","202","779","0","3"
"11","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","48","918","0","23"
"13","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","2","975","11","13"
"10","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","55","795","2","54"
"4","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","220","741","0","9"
"12","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","36","873","3","49"
"7","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","209","893","0","1"
"8","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","203","779","0","2"
"9","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","75","889","2","20"
"11","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","49","917","1","20"
"10","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","56","793","2","54"
"4","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","221","741","0","8"
"12","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","37","868","5","48"
"13","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","3","970","5","22"
"7","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","210","893","0","1"
"8","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","204","779","0","2"
"9","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","76","884","5","22"
"11","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","50","916","1","20"
"10","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","57","788","5","53"
"4","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","222","741","0","8"
"12","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","38","863","5","52"
"13","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","4","965","5","26"
"7","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","211","893","0","1"
"8","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","205","779","0","2"
"9","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","77","881","3","27"
"4","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","223","741","0","8"
"10","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","58","785","3","56"
"11","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","51","915","1","20"
"12","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","39","859","4","56"
"8","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","206","779","0","2"
"7","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","212","893","0","1"
"13","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","5","962","3","29"
"9","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","78","879","2","27"
"4","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","224","741","0","7"
"10","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","59","781","4","56"
"11","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","52","914","1","18"
"12","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","40","857","2","58"
"8","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","207","779","0","2"
"7","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","213","893","0","1"
"4","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","225","741","0","7"
"10","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","60","779","2","58"
"9","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","79","878","1","28"
"13","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","6","956","6","32"
"11","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","53","913","1","17"
"12","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","41","854","3","55"
"8","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","208","779","0","2"
"7","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","214","893","0","1"
"10","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","61","778","1","57"
"4","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","226","741","0","7"
"9","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","80","876","2","27"
"13","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","7","951","5","35"
"11","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","54","911","2","17"
"12","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","42","850","4","56"
"8","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","209","779","0","2"
"10","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","62","775","3","56"
"4","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","227","741","0","7"
"7","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","215","893","0","1"
"9","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","81","875","1","28"
"11","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","55","910","1","19"
"13","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","8","947","4","37"
"8","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","210","779","0","2"
"12","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","43","847","3","55"
"4","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","228","741","0","6"
"10","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","63","773","2","55"
"7","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","216","893","0","1"
"9","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","82","873","2","27"
"11","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","56","909","1","20"
"8","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","211","779","0","2"
"13","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","9","942","5","40"
"12","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","44","844","3","56"
"10","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","64","770","3","53"
"4","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","229","741","0","6"
"7","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","217","893","0","1"
"9","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","83","873","0","25"
"8","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","212","779","0","2"
"10","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","65","766","4","55"
"12","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","45","843","1","57"
"4","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","230","741","0","6"
"11","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","57","909","0","21"
"13","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","10","935","7","42"
"7","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","218","893","0","1"
"9","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","84","873","0","24"
"10","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","66","760","6","56"
"8","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","213","779","0","2"
"12","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","46","842","1","56"
"4","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","231","741","0","6"
"11","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","58","909","0","18"
"13","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","11","931","4","45"
"7","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","219","893","0","1"
"10","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","67","752","8","59"
"8","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","214","779","0","2"
"9","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","85","873","0","22"
"4","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","232","741","0","6"
"12","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","47","840","2","54"
"11","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","59","908","1","16"
"7","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","220","893","0","1"
"13","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","12","926","5","47"
"10","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","68","748","4","66"
"8","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","215","779","0","2"
"9","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","86","872","1","20"
"4","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","233","741","0","6"
"12","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","48","838","2","53"
"11","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","60","908","0","17"
"7","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","221","893","0","1"
"10","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","69","744","4","66"
"8","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","216","779","0","2"
"13","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","13","922","4","50"
"4","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","234","741","0","6"
"9","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","87","871","1","16"
"12","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","49","838","0","52"
"11","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","61","908","0","17"
"10","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","70","740","4","69"
"7","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","222","893","0","1"
"8","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","217","779","0","2"
"13","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","14","918","4","49"
"4","pop-sans-asymptomatique","1000","4","oui","0","1","1","0.03","0.02","235","741","0","6"
